average_contrast,prompt_length
12.422253479944796,339
51.2332881248336,494
29.77882776853554,539
28.071769431710308,365
33.30325984832887,751
44.091864479724755,589
35.40357066826092,404
45.16568038540774,424
25.61360064573265,630
50.77018397037154,208
40.4586232208011,349
42.92364410841143,615
14.155961409123783,478
29.756175163939616,301
24.858216576392874,406
31.00651353596864,405
16.321504576559438,424
27.847025359807983,417
20.807232075890123,848
44.018810925478675,527
56.92740379342599,550
27.881806427461623,623
54.70749750057622,354
24.711983391753847,486
25.88172951861384,568
12.848327422650216,713
15.028093744932637,593
25.339200548067193,454
46.313620119316944,467
56.11554300075749,428
44.88545582240646,900
14.329742868630923,817
43.89011141159347,487
40.31854290897882,451
58.26956983605542,711
30.02626753076169,368
54.31445491367745,315
61.13044160312044,602
23.467120777473955,502
30.26769119603859,718
14.982798332734644,352
41.30064583779734,1034
18.754643794416335,395
56.478117145899375,380
55.68194332523089,713
57.72161349531265,529
43.91710733214419,791
83.8600476958245,348
16.44147055889926,472
29.933744788698323,387
55.67178271160265,369
36.789646382756224,401
34.75859530972632,623
28.406568700362627,270
29.806620610417067,347
69.54891975919658,513
40.93691661505303,833
33.44922578577372,453
40.59082182217893,499
49.275490734072775,275
49.81676989318745,656
41.65021857309745,558
17.83716357569821,396
17.212003292612327,587
29.997562739435622,551
22.17806084464031,699
25.43446811067531,683
19.777268539510462,473
45.17832663765335,587
24.730791967017264,562
40.53553101807915,565
15.712566889079971,611
25.52210965970683,296
33.134205823082205,325
41.89960335080678,442
40.947852287798405,459
49.22381625668688,353
29.8746033200682,720
32.79145936086189,473
45.752733101386355,404
22.548601970257252,500
24.23875627234411,560
21.577348334684412,467
33.604967209356225,495
43.87980318119522,951
33.28569426981089,628
17.92785764660652,586
31.624927055092204,593
27.836841308660123,615
29.996647268006377,557
36.76669942547776,901
37.87161715295589,496
20.84902065827895,537
29.368045735410178,679
35.13526984707207,425
42.07289047048149,410
27.635288501205775,655
41.522346788215565,289
24.514131927321,671
32.37001731216291,467
90.278316319981,281
52.16653482534699,553
14.44234724935705,300
43.54457125290611,416
55.01066078361568,602
28.59230808289971,369
53.01633463247307,271
23.21366903771708,343
34.697886932482696,506
19.043007859681243,520
29.325381420288696,371
23.34383650966038,443
30.1804161277056,361
23.04971568294521,863
62.23424199283719,410
44.83391177799464,491
36.40402277560798,746
31.50998366147738,391
54.06341442925342,342
13.671206930002684,423
55.01498354212152,281
55.089331174015854,290
57.199239751600025,553
57.52424842325061,390
47.50585223901346,332
16.40824754998636,456
35.31330817055085,437
51.40561811360026,520
16.511014547101002,601
72.19561210849768,283
28.115225272634493,367
20.800028293186905,389
36.04976359157652,656
23.51398213462313,478
52.82205955385822,840
48.41875708183409,424
11.563680630879984,526
35.33505526020054,853
19.895599701205892,430
15.733093197292613,585
17.614776329736276,789
30.90123735763549,340
31.02769138965327,893
24.156197496302394,761
83.01379409240349,444
30.72649766003813,387
14.10010530606919,385
20.94770480139745,488
74.32387274056865,536
50.94725944897663,420
35.13475839453366,339
63.37622056571046,504
26.997977513868964,417
32.92894892692093,515
45.14566805475107,962
25.456971318973405,966
31.383816734298826,715
23.357711949452938,399
67.4217747681566,862
42.935957025949335,537
37.31825576135875,317
55.324265680943455,336
59.828341814847846,235
24.620071919713656,467
60.59248035976598,428
21.862331471311833,590
65.98093195927277,353
17.461440445589986,666
14.139472818068318,578
50.45622221786474,849
22.04693241450077,390
22.791575485372295,647
51.22417565473692,827
37.301029157836886,803
29.036934028206243,396
52.55194519302595,242
36.91270654562255,313
27.612858040299,268
40.57326445592001,262
23.534801297462213,735
39.49349110593083,349
17.5713636533423,572
83.4834259982092,380
32.46791872293176,302
37.84789949123958,396
96.06326033606784,622
40.3103199633045,370
36.81376132733425,509
41.165165150030056,394
53.47298811444447,330
27.98212782034584,625
69.69268848355537,307
22.527352463585434,572
43.70354598998018,542
49.4129628291692,591
19.656401176558347,884
38.48538933319377,540
11.672301518376914,285
46.157008986669304,475
49.39454661268227,527
26.88922748032876,857
19.578630482734564,677
53.23316676885761,492
24.06796284503639,414
66.74275624933817,493
18.393496525947565,594
22.762600131624712,743
43.22799083425645,433
37.64131693859345,883
18.477406446048853,900
73.61502887536342,587
43.68590421747045,258
43.898339785781104,635
53.514774638849694,836
22.11210861152821,548
14.0037287219193,532
12.35877972516822,592
33.6416240952651,270
12.026782712126876,517
41.436817084847185,361
26.663532835477596,543
46.61782423268685,317
52.81514174787254,441
14.70594077706172,610
21.01280109210417,706
46.35335184614771,604
28.734697317706903,794
21.68348588285077,492
71.08867889007983,898
24.565567241973216,665
28.04563075326008,386
50.18922228340767,601
30.72654788386038,726
67.45052206647333,308
25.915545719854617,556
39.76078102333789,415
47.48566389223964,509
44.841475693441545,431
54.52178665983092,450
51.56806824855661,388
42.07160467456968,550
63.339753613472546,295
25.6978021470382,780
25.683932593220536,570
27.824353033284297,769
30.09523930848509,780
42.08590665955165,603
45.501901960729015,510
23.958510712123964,694
63.90124126912602,497
15.39400102935016,410
15.061054781080664,954
17.28472313264332,357
59.296420525463866,503
55.15863988364922,463
25.15541546020526,635
44.792839850112365,326
50.06771241546997,1262
46.48654807854697,346
38.65363039160072,276
25.840608478073975,482
35.902826708275995,452
16.689893969463174,416
35.39916389317681,546
56.88332613340256,325
37.721968768546645,408
56.69853837191252,454
21.8009573209647,453
39.77559058049505,406
24.98898437208524,275
52.750890442775194,439
24.047344407182475,346
22.18373542137299,946
32.28151022163298,346
56.91823780229424,654
70.12210981049812,587
44.01450362768204,469
31.062657245797897,473
25.337618363695892,409
35.03062678194245,470
39.837531364236014,318
16.866665133007505,663
35.20980259259878,486
21.07236417340456,621
16.81137369803984,429
32.444070157698306,518
23.547257953568863,364
56.91626024047184,381
27.10422084216452,702
24.465624987434804,571
27.978603880964727,581
28.65418795839767,528
36.53380880895359,469
35.98901422926805,441
23.022199545321826,543
31.99711268664161,358
34.256278297476484,1391
16.862130408148435,457
15.847896908995216,923
50.17203535856734,506
32.038949605264165,461
22.619304434886217,606
57.22766176348514,327
46.64924072052642,496
28.818093706953334,274
14.831280339466744,329
38.638712524389014,311
22.653365531877224,453
43.37543102798546,498
33.0187413189782,805
34.5760329741906,728
23.947615350822613,452
16.469618526646183,642
23.08571685151014,486
16.93263041271088,519
63.69789854301243,424
36.40595627330195,401
53.80313829531429,576
25.93711561110855,460
44.563935246041474,738
72.53812319809754,485
31.080547330355273,593
22.622201766171788,486
20.27889891949351,458
36.03568688185952,657
41.951109155156615,307
34.41316258845237,345
44.9527746188065,395
34.523249002891625,416
25.1342988281971,391
39.12653929781015,979
23.15773419548948,421
23.005058317481456,603
40.553112799090286,338
14.385397917230527,550
67.71530971815973,772
19.475953373187455,590
22.376309903780857,463
30.869173970259123,577
41.62588137066671,525
34.118959328128575,353
46.28175824122735,508
39.804101317894,293
42.59899015299919,468
46.49708032168706,1017
19.53555627833805,357
19.490666925450032,334
32.539771469382586,421
49.64203131305027,573
42.78578912932456,489
44.89880905670199,601
37.753709796509064,486
41.12008909827169,346
52.73962321450193,408
31.645973800660688,483
42.955642642273155,387
26.06135647195433,489
23.760695791948795,487
44.41183256268248,593
22.481488087787085,998
31.335128614707468,545
21.073151363536788,671
51.354848683470294,478
44.64436906633887,485
47.64728214283903,454
55.86331375628708,475
24.392507761773988,555
26.77335620722927,553
20.020703775612592,714
26.115606479133955,703
28.928649175087916,498
16.527005626260102,534
39.286513711144934,278
46.61915106315871,353
44.34738318584275,372
43.21207289509501,503
47.87780185160155,591
46.119246558634025,435
20.676849371501888,681
64.90411594863104,625
41.76708145078832,549
48.55007271200143,660
18.46695826979538,524
13.220207551961286,536
30.497617609812323,821
19.24753359240659,591
22.506877147979395,485
39.399020849314944,494
32.00963088274663,402
58.30165379569437,327
38.64592421827606,603
29.357096972578464,370
19.162630267539942,420
35.20707620439779,562
33.770697261750655,339
49.40443712923139,1020
17.148088590667932,348
40.64768575958813,496
26.111685713763723,510
17.180405071412622,351
12.295940684366805,884
14.35601290752144,435
51.945713013369385,348
44.4748228414517,410
20.98003538135361,706
56.21443954437443,787
30.939707576021625,818
15.570133189980652,293
65.59617116086034,436
39.258417305501034,796
20.672556356166044,296
49.64996926052961,472
13.75530847634993,245
68.24594369602863,759
55.32988108931474,443
22.801020073293486,447
47.870235871791586,675
70.09718491293036,374
41.53712300742642,347
27.646533842904073,920
20.201425817386895,427
29.93358961976197,672
55.726297540636914,289
18.498903587659548,782
20.506665939741108,510
40.158222815295865,1105
48.51535942549413,464
22.080386644774208,330
35.07338134798396,827
52.32719876671905,400
23.766676012117724,372
24.14476399630487,456
37.09676762725969,743
64.99268901867369,387
29.624912200985523,561
40.58946823582743,446
19.13214255328765,450
24.607107670068824,409
22.43247239158664,673
26.590445620219015,445
39.73100161525045,668
27.323538108085163,454
36.75098460808545,418
53.409569492810846,402
27.02632307355964,429
47.22913198899608,436
43.826853233721984,439
47.58104483640212,561
29.68493848753313,586
32.23306462073072,564
30.18183866143114,459
68.76412493430824,508
35.97001449065971,488
49.69892702931865,496
64.67131867930154,528
35.61422604951388,650
31.543263935622686,477
35.18057829241974,632
50.64561564191346,501
44.23038052487089,478
50.86228789698904,219
52.303551811270474,241
25.43618943076945,412
28.2875635179069,354
12.506226137870811,469
22.680169410083284,467
54.34340746832597,590
20.1654814030294,571
36.07653623769519,358
27.02916369370097,555
29.607236196324692,567
49.4213493696872,370
49.85589922709636,439
27.77686183338207,725
27.00019226665705,655
24.12871834401519,691
34.23906054843584,504
51.252782936732594,582
23.30239284912085,353
18.041550834996706,380
32.87703644407108,620
33.31142965143635,483
34.74358889232484,480
45.71889560040484,443
23.60335313356264,491
53.75614176712068,402
55.24437844690107,401
20.83209753730759,583
33.29534545435979,433
56.84578967300745,822
42.45894471710096,481
60.04755371518303,393
41.46615019454472,600
43.66676526385263,992
35.69666612721202,439
22.921453961430956,521
32.430772061083914,412
68.0306509338747,530
18.83219406412687,484
34.86452421522575,454
44.15629853030281,356
31.751580394654795,1297
37.260812999330184,580
22.209529410762087,600
47.90454314095877,286
40.65367448806641,561
41.91989516881563,423
25.051165552098592,462
39.92741724322969,335
26.614772557548957,519
32.57827122452209,912
17.35973509901609,944
41.29081580198974,433
37.694313081089796,334
32.848107771827586,506
50.475936130916494,378
17.86740846639282,578
35.06443237890439,431
41.81806644262576,419
56.13622310189518,616
42.53990020472612,783
25.64829474740633,444
37.77349786808139,900
74.81292500993763,463
67.76067302354872,337
21.021737665164324,260
54.83401590958608,1572
22.416549016868473,600
19.254828902039694,387
16.045375076114468,557
36.84582985132223,629
55.58495456153477,514
36.74184445788219,440
20.0412354648708,416
36.21348675529887,624
66.34936944239074,375
17.48629904370012,998
45.74494859532711,524
21.205446631215946,445
31.888632215640836,488
34.94856879207153,508
70.85992008493987,574
21.88237100020604,446
28.305962313395327,388
36.32858673995721,405
83.36376118755446,505
39.60996663043016,617
40.31701733822053,531
28.161694417303124,714
24.77700682949477,669
44.853255911025705,670
24.16361160468495,465
16.234409354676547,293
33.53655839633844,568
52.43133099356334,485
24.105095798969973,412
37.400104781015415,698
28.608602002359543,591
25.28166852750459,319
53.99277806068162,746
28.150593281805012,698
48.10903969568767,508
27.60075228028491,650
47.70103076913872,628
59.35637059448871,544
67.54156321251416,727
14.9572370071549,358
41.32631430435631,517
42.56374654957397,332
56.81713129764509,705
25.70691605379221,391
42.60539252847544,465
41.459471570979424,489
102.89014029423524,247
18.067017908824457,473
20.448191657381855,598
25.826705226475756,434
38.861008410253355,332
44.05234785842685,567
91.29701397025944,954
33.02586461932942,455
19.82853955959772,886
29.150684834748603,429
19.261207479012626,445
15.748549563370892,312
64.75147323488056,393
42.74081676517952,476
19.901611904448387,348
33.77363417837284,1108
30.007972542053498,515
60.634444847714065,361
47.70419684114653,525
30.73975887443111,783
16.843368579155932,480
51.845562658233526,787
21.658157839160893,488
37.22835418907172,700
26.03167612412938,390
16.256077344953162,305
28.203917508387892,387
40.21225640047899,378
30.54855094769134,525
13.688974632996612,746
23.862283991975406,963
13.255824656324483,502
40.58544331943995,585
30.640979208706323,653
44.47934870083301,644
25.371076346449495,357
43.44497938380906,436
44.78452742032818,415
30.42258104857073,427
23.588610271977885,558
59.27895993635958,817
27.231944143537124,494
52.0551846898944,792
39.93319348355267,559
27.36082439589059,448
76.56506283846102,587
23.632593849033956,644
38.83858257653684,305
40.86366962438392,321
44.749913003672184,476
27.394995279489574,527
38.64808561939737,582
50.87533805750854,612
47.51893749462334,993
27.37877227080871,624
41.25790865751262,880
60.37688251605661,459
49.690715718988734,506
22.452385250083093,465
28.959704113591375,486
20.81381291923324,967
64.34117425424681,567
35.81697597798441,770
25.153663658589355,429
39.85295664423533,644
45.45031080317782,1029
45.14477834650787,516
62.364351717886755,535
37.236941753905974,663
18.910080490635607,563
38.743934322927835,553
55.609332880599105,267
24.491573169886024,702
36.33208205904066,516
33.07906428848073,463
67.66133964880981,730
52.1941912356824,525
41.20974502323762,352
27.268586153163707,567
44.3928688305999,742
31.16522678908451,610
35.56365994434486,451
25.490860074654965,408
40.78209212513451,420
34.37333272725896,275
55.79619457471173,305
22.477025739592623,380
51.89279560258751,649
17.198245580832957,503
29.836465173213668,660
37.90103435895354,722
34.785585173549826,441
28.21600635429991,419
42.4304121587708,333
48.70523742825106,588
40.677114458109905,283
49.001381588202555,708
43.717591159260074,360
25.232552943409356,606
39.070076591044256,534
34.24248591488428,287
36.85490102511491,467
29.67650905101349,599
59.20674042847611,327
46.31456307362026,452
30.600780222264465,369
22.81479999984437,1321
34.30309248849862,682
18.023638485570753,436
45.175549533053015,1079
43.43312330645949,478
38.83489221443073,524
67.86882742026384,547
49.06861665591662,407
16.88961272337742,618
31.829676223732864,421
29.7628740190989,376
15.030131039699976,490
57.601739950311895,317
80.41217429888037,435
25.855301774519862,545
28.781624107269625,535
40.08518766901043,537
18.141582227521695,423
29.210688902292848,479
22.437384113500688,410
40.30485972186687,452
20.41848994649717,447
50.33348710120319,874
32.1387843210524,441
14.270560660821872,509
33.27952127824313,994
14.616030375891768,415
38.781386511821445,444
18.44593983831207,564
64.5301780551129,516
32.70583809143289,836
43.16775026283576,295
27.25896347903549,919
49.51059635484827,323
45.161616931224934,342
16.249164945360544,447
19.150021222205677,506
29.894028281326033,331
15.280348854278529,664
23.29876111402902,528
17.063155102849226,620
29.82566573559213,828
26.12409929441999,540
24.44335961910014,312
37.09200989248173,377
54.69848794921902,495
23.497789276623102,1281
28.867027365167647,389
17.119276355098553,607
61.26066641367177,1045
34.3788955380753,341
44.1313563309331,628
51.69693944470861,591
53.62601657727537,458
43.29937354680368,459
25.809329820907127,552
17.500066847547224,431
34.50875397601151,439
18.023480391088643,265
37.18208188708672,411
55.224300182136574,340
50.09806960505639,1086
36.4063447153242,411
33.234864979133036,505
40.824433063352494,245
24.010753170112498,844
72.10195266698399,277
45.50463664678976,735
25.21199435059276,383
21.153400308388427,536
29.99673234827219,597
20.605922300858747,451
16.90874990446865,572
16.220006000574365,474
20.86153697702944,814
41.56751938420013,394
44.57020375268949,333
21.2493603432281,255
28.52315107607281,324
34.44229894994317,488
51.038466443130176,443
23.585496937892355,793
27.46361050006649,418
27.78904776697404,500
18.660864666798005,439
22.27645353385461,329
24.02945421730392,745
48.09257849692555,516
45.38624415337406,501
20.13701480274396,462
35.31672627149066,393
30.40518002379391,631
26.57985948778041,493
58.750553894748,497
82.81256526753914,808
44.968737933058826,254
49.99960371301554,439
19.436806177595944,428
46.806536411684675,391
52.94094306589144,404
42.73577426059785,1017
37.60517100775923,704
60.75760929007649,422
43.84858690174831,455
19.1879748252809,518
36.435281216755456,392
18.67228585850257,680
57.11786092018436,260
17.466073489362156,828
30.639080243220224,428
50.27142561605202,429
35.627264660406645,369
17.59716819261871,497
16.287992880118484,414
21.61425501038789,508
42.12979525966775,625
17.191760821064914,478
14.9824492372516,355
30.657196734199157,618
13.649303589935736,562
21.12860153465779,449
17.95015734669292,1090
50.47347027613359,845
32.39302313682456,416
37.10769331500739,626
31.224060681731505,647
26.353666172450968,369
30.91106255713525,511
32.06484428277313,493
35.51632015746286,488
22.938781984670044,424
55.012793528592915,482
30.599597486224607,752
12.866206131461192,575
74.7998007725012,327
20.652707528895224,626
40.39631086725853,379
17.83483582877453,582
34.03797304055609,416
38.54753031659127,535
14.492103626733458,332
26.923372227737076,780
26.19515966506793,278
25.333338266317696,347
47.38246142282492,1056
65.7341267492345,447
20.103469353964005,445
28.303445158651652,561
38.2425735745836,477
28.912459271599342,321
30.723200115619264,384
33.13617010199807,783
59.80664438156747,621
26.252807929607215,805
73.47222399470664,407
28.231687897395464,1032
46.24931141340645,487
77.24728328163066,559
14.031499686884738,278
50.989922442473215,468
19.464512730384612,669
14.227376731786144,405
38.52312289687601,658
37.62943202614472,638
42.61659428102303,972
69.11581074087775,554
29.028374300435303,775
40.78340334150721,852
27.937119195674416,635
24.62738027624815,657
31.614196210135315,294
45.26295829605311,300
24.565937744332004,345
14.103101672097496,928
22.558451120268337,477
64.73331421721008,370
34.255138302626,439
26.410024789539108,347
30.338097192454047,428
23.442404626016096,614
39.696168529954946,759
25.091391640407306,689
30.011145600534736,659
31.947350745684165,509
35.58646282368773,571
20.33820270691808,546
29.332420048259063,553
36.1950732440571,275
18.376057469030723,492
39.38879720669677,304
16.421814555062202,585
54.344711330696185,489
39.40345470304612,398
26.765366616180955,345
22.121133689859423,590
66.24872967450823,495
38.04282947605598,312
60.06165855572084,779
19.74706781253743,480
49.34271986142543,576
20.27856255102704,355
29.56052532681123,450
47.679736232005105,499
13.96563261638728,516
45.173189088344344,367
17.45662065480488,522
19.2322164334732,309
16.001015278267644,603
18.19349201110734,692
32.49922726143119,658
44.05770674406688,650
42.36825918667608,323
32.308851641442736,414
14.446850577396695,422
46.44537053643598,987
40.05153152908716,350
36.61235333937321,421
17.39872000913867,456
59.60623992649612,640
38.42323139248716,407
20.358217642464968,388
20.686019607535624,370
38.36286354738199,381
57.23402581763043,880
35.77142503265515,317
31.22395559594655,468
19.47044045236436,637
52.0227529497356,501
39.88311642227749,400
16.210628998399542,390
28.89337264304155,1506
37.55266734452719,506
47.46733537891358,573
37.51505522260896,480
59.63781303382467,937
72.12208110006873,309
45.343012589484886,359
67.80511796172694,455
28.634332175592196,360
58.877240439270906,447
30.312022325337463,925
45.46007996023299,379
35.274382524037726,383
31.413740714364057,479
13.225393365057355,420
24.3299631405236,483
34.680629881736195,525
28.299757215246924,435
37.36377953218356,443
27.984141788267205,874
33.12998294111171,389
37.19362943746978,463
25.138263531930637,574
34.20956877617659,456
39.43102406734357,448
29.45189841610828,602
54.87572741380912,547
39.42169851024866,364
37.09441256634105,641
38.68835609617537,387
35.146218961592105,508
51.19675411851381,405
40.51863219420304,493
36.10384016723061,321
20.61577929931613,1084
31.785729441661314,660
26.93002210217858,388
30.39123165164249,357
15.2851826428557,341
25.840608478073975,400
26.93157192392889,335
35.006545883599834,474
23.798931646518152,537
16.18780419699347,696
52.562590750045864,484
45.15879313824126,380
23.28857980860029,390
40.85887220549887,501
21.05205606484107,452
19.593516922881655,509
22.423127670248405,745
24.092837903959264,524
36.61155676670425,548
39.59393675312898,388
16.720737583026423,343
32.55368917661681,598
35.52576337919542,832
66.985000379537,340
58.26554537745629,273
44.92365044706984,396
13.882499999606756,413
24.325473586316964,734
27.25635525356272,662
36.91916139822967,464
13.601940137977772,455
22.328233460290193,436
43.04160452696101,351
34.34346553369417,379
29.576857848754255,407
38.979934775330946,993
42.06041428998994,593
47.58753302252089,353
34.70236387129453,573
28.077507811528815,194
18.23577476463431,555
52.919115385171274,721
21.1665703780414,475
15.555700444929103,284
23.62519994153888,267
38.066824451817105,537
31.663076945699945,601
17.014910848624837,405
36.90629503844526,619
32.821981257332226,475
26.668708956425547,430
40.78508969042529,466
29.286189388206704,391
36.30211671150568,1119
54.6249603524991,291
49.85119155740434,475
74.93543220118178,654
23.612571075507393,624
60.62000862445658,455
36.86256278096108,641
28.974558314065575,357
17.590852779702995,650
50.53403379646982,585
29.00285759734139,320
58.61511475206101,346
28.778307148617575,349
43.25378455082447,341
50.21047389522371,562
25.358135329995804,468
39.58436505249501,502
29.15028130677399,450
22.369831090990203,415
27.37798383453246,626
17.43666218741734,480
21.690157100618578,401
18.418659986810617,291
35.028799235050684,373
26.127345269253368,377
28.093782824312143,389
45.61396350641036,537
17.150804930298666,444
41.36679406899961,426
69.6463911070689,623
35.36476652384997,604
34.52688499490026,978
36.276045945318,566
21.86430744152769,548
36.7899700691432,325
46.161597118781145,611
26.45871804664261,724
40.25444074241596,755
66.01886048881677,677
17.0230097393387,574
50.96697456742937,423
74.0176518636652,620
19.43725265693893,362
38.63115823182099,370
15.2744677266817,767
43.967746505935246,776
53.50411440369311,376
37.61541345924886,350
23.034037025715502,779
30.303048198244095,342
57.99469290049674,399
70.62501628362043,969
26.355256948679187,500
44.67689281735747,387
15.678961310654584,304
13.842630145188911,703
13.316626539192868,332
32.82617980984608,449
44.88644326422735,371
24.29296651138445,609
40.7019420763739,599
20.926282845627153,867
42.5041275748625,438
27.632809950002127,259
41.62313756078361,728
18.936247909688092,367
31.63887637750349,451
22.874536557065586,487
40.3621234452661,558
49.072566891132425,443
35.45838140866578,449
50.33351742411116,452
56.537042550978846,652
66.77313046285407,665
52.38340963339391,472
17.25478872156951,584
31.952775689818804,545
20.028012274559632,484
16.852131905318785,492
84.98952605594165,281
44.08398464687596,674
15.972277214510925,453
17.650560848583133,482
31.82665338693228,302
16.126464070679663,730
42.99753557567798,790
32.914818438676406,266
22.155012668481945,232
45.381455381254675,390
16.35109919403524,520
16.61985830797371,377
55.98242723977936,465
30.264004907295497,827
57.859308439615354,416
46.61096387563469,477
52.903837195257005,402
36.999651228747574,342
30.243141358676496,371
38.0488136499146,764
44.20123775655688,301
28.53641649425011,746
24.786759879237295,400
16.3663579712166,420
22.610597818460644,556
16.182418960768292,479
26.501159722025875,761
23.267497377636456,363
27.845258883174314,376
35.160369205994066,525
72.0402851341073,590
73.27942336598691,958
48.06241286441571,315
63.05698215839865,596
25.115108580392448,576
25.932930018589385,372
40.82775191848627,301
43.07187017469235,325
12.78392546653842,646
56.27490146012419,580
63.61868867395029,565
26.515902449337194,319
25.404617413989342,485
30.40961333323436,771
31.981447838168936,449
38.74033371067869,331
39.674694482747896,286
37.43035711668399,399
44.982109007793404,609
15.930702294288729,403
58.77989564419027,336
26.129468885133843,498
51.87908675957926,592
26.798183347538956,456
27.94424816843062,504
32.93114404728227,335
45.93425778455728,276
39.22495139171692,698
21.01603961097973,274
57.078458352243835,453
48.5934333826193,580
25.54433881398296,458
47.07908176161175,486
17.673180044486603,215
15.494121883570152,376
37.707106432972346,319
20.64820872817569,298
15.58720904789022,821
32.60340942509708,270
61.47635043298849,336
65.81625000031691,486
41.09969555775821,369
41.93076728865415,453
33.585044067565626,331
47.38950949880751,719
39.74548702148787,762
84.4536698981946,441
53.46783945639577,408
33.189210667001355,414
19.943255170684953,466
58.418301561351086,387
34.20400819874057,520
45.80516147755117,426
52.79387717834314,656
48.19844044815813,291
47.235234741886245,331
46.92150194280432,322
21.50329051264221,548
50.61608153507827,367
46.54830565954773,379
18.218607114646357,292
34.066544662438496,561
26.751572919672032,535
39.22059631164074,473
30.717193686304956,222
22.58600867671835,599
47.967056619009405,855
49.0449680237682,703
27.39009067408115,594
29.781081912077877,533
13.67682314199998,373
32.64482236856261,220
29.469772727262537,284
21.37624082085708,346
64.25598926076022,418
16.911930044951056,724
56.94997607544085,312
19.26127158882156,266
58.019732686516825,280
43.702639294888286,374
34.90218974443726,294
13.333919144741207,356
35.11952789316953,231
25.688940905554897,545
45.165072255573335,230
62.48855342401446,636
25.532574677866226,367
18.931776115996428,470
24.942945051287595,495
43.20238173831558,592
22.598558070348137,452
18.059259904592334,339
42.17500856943211,304
42.511577696766885,608
24.642714741741873,692
78.42804133660843,613
43.768268655866315,273
21.557780264631173,413
15.35362018675413,677
43.553879661892786,378
13.950278237552256,627
17.79160658447611,517
42.8435966397295,487
30.315005966343715,355
24.055016735225266,973
39.32551305798112,393
13.842888544290927,478
46.465014931849595,524
46.40046180249999,571
42.49304456826013,447
21.08457948084996,593
59.740153594936906,289
14.96768992532733,265
26.601538866700995,344
25.455216491430193,428
17.17183134377906,480
29.15306068394603,673
23.964729011125012,569
17.79458374451716,581
25.365046912758434,645
48.92086167804876,351
24.776065599755825,348
19.00788379856279,668
42.670866136426305,264
26.304423122584357,563
30.672807622017768,309
71.8336823958121,377
37.00946549135279,346
78.20645663979076,349
39.11148198612224,323
41.1911698703583,420
50.38418664818612,431
39.37957547560685,292
30.223527745019695,430
14.790859206068856,270
41.57134684891152,393
39.11098161097728,606
19.241478552737163,611
42.62327082801064,277
29.848396851294513,575
21.74788868822613,771
50.47319262241683,401
72.4951666672482,463
23.009546722091557,735
35.338831100167276,385
82.45461691075866,941
20.307868055022187,378
65.62787292274805,623
40.22195214306462,531
37.179842780182845,317
11.840850974640633,360
28.962323976559546,576
55.67731527945605,647
38.329093776399375,424
85.20975380378462,541
41.3134401081801,569
33.5055071838969,425
48.34093520406742,371
35.75332843592361,624
23.864243118977132,1252
55.36850364438161,1238
32.150119780157205,416
19.83084333279597,458
41.514313914609296,925
16.470317827370685,527
13.516096641990975,429
34.226657764676254,372
51.49619487886364,393
20.42835982549791,286
20.908836848343103,374
69.55726270910606,327
46.49713880126556,407
39.61966799786504,482
20.362755596732708,971
39.417426058655984,453
