render_count,average_contrast
8,47.68980747751133
12,27.01818581643448
12,46.51469014875625
8,28.90649753969817
8,21.325476597185567
12,14.771166822220378
12,23.35555956513157
12,70.38290450259893
8,23.145048044188623
8,34.39858957410897
12,12.422253479944796
12,51.2332881248336
6,29.77882776853554
8,28.071769431710308
12,33.30325984832887
12,44.091864479724755
12,35.40357066826092
6,45.16568038540774
12,25.61360064573265
8,50.77018397037154
6,40.4586232208011
6,42.92364410841143
6,14.155961409123783
6,29.756175163939616
12,24.858216576392874
8,31.00651353596864
8,16.321504576559438
8,27.847025359807983
6,20.807232075890123
6,44.018810925478675
8,56.92740379342599
6,27.881806427461623
6,54.70749750057622
6,24.711983391753847
8,25.88172951861384
12,12.848327422650216
6,15.028093744932637
8,25.339200548067193
6,46.313620119316944
12,56.11554300075749
12,44.88545582240646
6,14.329742868630923
8,43.89011141159347
6,40.31854290897882
12,58.26956983605542
8,30.02626753076169
8,54.31445491367745
8,61.13044160312044
8,23.467120777473955
12,30.26769119603859
12,14.982798332734644
6,41.30064583779734
12,18.754643794416335
6,56.478117145899375
12,55.68194332523089
6,57.72161349531265
6,43.91710733214419
12,83.8600476958245
6,16.44147055889926
8,29.933744788698323
6,55.67178271160265
8,36.789646382756224
6,34.75859530972632
8,28.406568700362627
6,29.806620610417067
8,69.54891975919658
8,40.93691661505303
12,33.44922578577372
6,40.59082182217893
6,49.275490734072775
12,49.81676989318745
6,41.65021857309745
8,17.83716357569821
6,17.212003292612327
6,29.997562739435622
12,22.17806084464031
8,25.43446811067531
12,19.777268539510462
8,45.17832663765335
6,24.730791967017264
6,40.53553101807915
12,15.712566889079971
6,25.52210965970683
12,33.134205823082205
8,41.89960335080678
6,40.947852287798405
12,49.22381625668688
12,29.8746033200682
8,32.79145936086189
6,45.752733101386355
8,22.548601970257252
12,24.23875627234411
8,21.577348334684412
8,33.604967209356225
6,43.87980318119522
6,33.28569426981089
12,17.92785764660652
12,31.624927055092204
6,27.836841308660123
12,29.996647268006377
8,36.76669942547776
6,37.87161715295589
12,20.84902065827895
12,29.368045735410178
12,35.13526984707207
6,42.07289047048149
12,27.635288501205775
12,41.522346788215565
6,24.514131927321
6,32.37001731216291
8,90.278316319981
6,52.16653482534699
12,14.44234724935705
12,43.54457125290611
12,55.01066078361568
8,28.59230808289971
8,53.01633463247307
12,23.21366903771708
12,34.697886932482696
8,19.043007859681243
6,29.325381420288696
12,23.34383650966038
12,30.1804161277056
12,23.04971568294521
6,62.23424199283719
12,44.83391177799464
12,36.40402277560798
12,31.50998366147738
12,54.06341442925342
8,13.671206930002684
6,55.01498354212152
6,55.089331174015854
12,57.199239751600025
12,57.52424842325061
12,47.50585223901346
12,16.40824754998636
12,35.31330817055085
8,51.40561811360026
6,16.511014547101002
6,72.19561210849768
6,28.115225272634493
6,20.800028293186905
12,36.04976359157652
12,23.51398213462313
12,52.82205955385822
12,48.41875708183409
8,11.563680630879984
8,35.33505526020054
12,19.895599701205892
8,15.733093197292613
6,17.614776329736276
8,30.90123735763549
8,31.02769138965327
6,24.156197496302394
6,83.01379409240349
12,30.72649766003813
12,14.10010530606919
6,20.94770480139745
8,74.32387274056865
12,50.94725944897663
6,35.13475839453366
12,63.37622056571046
8,26.997977513868964
12,32.92894892692093
6,45.14566805475107
12,25.456971318973405
6,31.383816734298826
12,23.357711949452938
12,67.4217747681566
8,42.935957025949335
6,37.31825576135875
8,55.324265680943455
6,59.828341814847846
6,24.620071919713656
6,60.59248035976598
6,21.862331471311833
6,65.98093195927277
6,17.461440445589986
8,14.139472818068318
12,50.45622221786474
6,22.04693241450077
6,22.791575485372295
6,51.22417565473692
8,37.301029157836886
12,29.036934028206243
6,52.55194519302595
6,36.91270654562255
8,27.612858040299
12,40.57326445592001
6,23.534801297462213
6,39.49349110593083
6,17.5713636533423
8,83.4834259982092
6,32.46791872293176
12,37.84789949123958
12,96.06326033606784
12,40.3103199633045
8,36.81376132733425
12,41.165165150030056
8,53.47298811444447
8,27.98212782034584
8,69.69268848355537
8,22.527352463585434
6,43.70354598998018
12,49.4129628291692
8,19.656401176558347
8,38.48538933319377
8,11.672301518376914
6,46.157008986669304
8,49.39454661268227
8,26.88922748032876
6,19.578630482734564
6,53.23316676885761
12,24.06796284503639
12,66.74275624933817
12,18.393496525947565
6,22.762600131624712
6,43.22799083425645
12,37.64131693859345
8,18.477406446048853
8,73.61502887536342
6,43.68590421747045
8,43.898339785781104
12,53.514774638849694
6,22.11210861152821
8,14.0037287219193
8,12.35877972516822
8,33.6416240952651
8,12.026782712126876
8,41.436817084847185
8,26.663532835477596
6,46.61782423268685
8,52.81514174787254
8,14.70594077706172
8,21.01280109210417
6,46.35335184614771
6,28.734697317706903
12,21.68348588285077
12,71.08867889007983
8,24.565567241973216
8,28.04563075326008
8,50.18922228340767
12,30.72654788386038
8,67.45052206647333
8,25.915545719854617
6,39.76078102333789
8,47.48566389223964
12,44.841475693441545
6,54.52178665983092
6,51.56806824855661
6,42.07160467456968
6,63.339753613472546
8,25.6978021470382
12,25.683932593220536
6,27.824353033284297
6,30.09523930848509
6,42.08590665955165
8,45.501901960729015
12,23.958510712123964
8,63.90124126912602
12,15.39400102935016
6,15.061054781080664
8,17.28472313264332
8,59.296420525463866
6,55.15863988364922
6,25.15541546020526
8,44.792839850112365
12,50.06771241546997
12,46.48654807854697
8,38.65363039160072
12,25.840608478073975
6,35.902826708275995
8,16.689893969463174
8,35.39916389317681
12,56.88332613340256
12,37.721968768546645
6,56.69853837191252
6,21.8009573209647
6,39.77559058049505
12,24.98898437208524
12,52.750890442775194
12,24.047344407182475
12,22.18373542137299
12,32.28151022163298
8,56.91823780229424
8,70.12210981049812
8,44.01450362768204
8,31.062657245797897
12,25.337618363695892
12,35.03062678194245
6,39.837531364236014
6,16.866665133007505
6,35.20980259259878
6,21.07236417340456
8,16.81137369803984
6,32.444070157698306
6,23.547257953568863
8,56.91626024047184
12,27.10422084216452
8,24.465624987434804
6,27.978603880964727
12,28.65418795839767
8,36.53380880895359
8,35.98901422926805
12,23.022199545321826
6,31.99711268664161
8,34.256278297476484
12,16.862130408148435
8,15.847896908995216
6,50.17203535856734
12,32.038949605264165
6,22.619304434886217
12,57.22766176348514
8,46.64924072052642
8,28.818093706953334
8,14.831280339466744
12,38.638712524389014
12,22.653365531877224
8,43.37543102798546
8,33.0187413189782
6,34.5760329741906
6,23.947615350822613
12,16.469618526646183
6,23.08571685151014
8,16.93263041271088
12,63.69789854301243
6,36.40595627330195
12,53.80313829531429
12,25.93711561110855
12,44.563935246041474
12,72.53812319809754
12,31.080547330355273
12,22.622201766171788
12,20.27889891949351
12,36.03568688185952
12,41.951109155156615
6,34.41316258845237
6,44.9527746188065
8,34.523249002891625
8,25.1342988281971
8,39.12653929781015
12,23.15773419548948
12,23.005058317481456
8,40.553112799090286
12,14.385397917230527
6,67.71530971815973
8,19.475953373187455
6,22.376309903780857
12,30.869173970259123
8,41.62588137066671
8,34.118959328128575
6,46.28175824122735
8,39.804101317894
6,42.59899015299919
12,46.49708032168706
8,19.53555627833805
6,19.490666925450032
6,32.539771469382586
6,49.64203131305027
12,42.78578912932456
8,44.89880905670199
8,37.753709796509064
12,41.12008909827169
8,52.73962321450193
6,31.645973800660688
12,42.955642642273155
8,26.06135647195433
8,23.760695791948795
12,44.41183256268248
12,22.481488087787085
6,31.335128614707468
8,21.073151363536788
12,51.354848683470294
6,44.64436906633887
6,47.64728214283903
6,55.86331375628708
6,24.392507761773988
12,26.77335620722927
8,20.020703775612592
12,26.115606479133955
6,28.928649175087916
6,16.527005626260102
12,39.286513711144934
12,46.61915106315871
6,44.34738318584275
12,43.21207289509501
12,47.87780185160155
12,46.119246558634025
12,20.676849371501888
12,64.90411594863104
8,41.76708145078832
12,48.55007271200143
12,18.46695826979538
6,13.220207551961286
8,30.497617609812323
6,19.24753359240659
12,22.506877147979395
8,39.399020849314944
6,32.00963088274663
12,58.30165379569437
12,38.64592421827606
12,29.357096972578464
8,19.162630267539942
12,35.20707620439779
12,33.770697261750655
6,49.40443712923139
8,17.148088590667932
6,40.64768575958813
12,26.111685713763723
8,17.180405071412622
12,12.295940684366805
8,14.35601290752144
12,51.945713013369385
6,44.4748228414517
12,20.98003538135361
6,56.21443954437443
6,30.939707576021625
12,15.570133189980652
6,65.59617116086034
6,39.258417305501034
12,20.672556356166044
6,49.64996926052961
6,13.75530847634993
12,68.24594369602863
12,55.32988108931474
8,22.801020073293486
8,47.870235871791586
8,70.09718491293036
6,41.53712300742642
12,27.646533842904073
6,20.201425817386895
12,29.93358961976197
8,55.726297540636914
8,18.498903587659548
12,20.506665939741108
12,40.158222815295865
6,48.51535942549413
12,22.080386644774208
12,35.07338134798396
6,52.32719876671905
12,23.766676012117724
6,24.14476399630487
12,37.09676762725969
8,64.99268901867369
6,29.624912200985523
6,40.58946823582743
8,19.13214255328765
6,24.607107670068824
12,22.43247239158664
6,26.590445620219015
12,39.73100161525045
12,27.323538108085163
8,36.75098460808545
6,53.409569492810846
6,27.02632307355964
12,47.22913198899608
8,43.826853233721984
6,47.58104483640212
6,29.68493848753313
8,32.23306462073072
12,30.18183866143114
8,68.76412493430824
6,35.97001449065971
12,49.69892702931865
6,64.67131867930154
8,35.61422604951388
8,31.543263935622686
8,35.18057829241974
8,50.64561564191346
12,44.23038052487089
12,50.86228789698904
12,52.303551811270474
6,25.43618943076945
12,28.2875635179069
12,12.506226137870811
6,22.680169410083284
8,54.34340746832597
12,20.1654814030294
12,36.07653623769519
12,27.02916369370097
6,29.607236196324692
8,49.4213493696872
12,49.85589922709636
12,27.77686183338207
8,27.00019226665705
6,24.12871834401519
6,34.23906054843584
8,51.252782936732594
12,23.30239284912085
8,18.041550834996706
12,32.87703644407108
6,33.31142965143635
8,34.74358889232484
8,45.71889560040484
6,23.60335313356264
6,53.75614176712068
6,55.24437844690107
8,20.83209753730759
12,33.29534545435979
12,56.84578967300745
8,42.45894471710096
8,60.04755371518303
6,41.46615019454472
6,43.66676526385263
8,35.69666612721202
12,22.921453961430956
6,32.430772061083914
6,68.0306509338747
8,18.83219406412687
12,34.86452421522575
8,44.15629853030281
8,31.751580394654795
6,37.260812999330184
8,22.209529410762087
8,47.90454314095877
6,40.65367448806641
8,41.91989516881563
8,25.051165552098592
12,39.92741724322969
12,26.614772557548957
6,32.57827122452209
6,17.35973509901609
6,41.29081580198974
8,37.694313081089796
6,32.848107771827586
12,50.475936130916494
6,17.86740846639282
8,35.06443237890439
12,41.81806644262576
6,56.13622310189518
8,42.53990020472612
6,25.64829474740633
6,37.77349786808139
6,74.81292500993763
6,67.76067302354872
12,21.021737665164324
12,54.83401590958608
12,22.416549016868473
12,19.254828902039694
12,16.045375076114468
12,36.84582985132223
6,55.58495456153477
6,36.74184445788219
12,20.0412354648708
6,36.21348675529887
6,66.34936944239074
8,17.48629904370012
6,45.74494859532711
6,21.205446631215946
8,31.888632215640836
6,34.94856879207153
8,70.85992008493987
8,21.88237100020604
6,28.305962313395327
6,36.32858673995721
8,83.36376118755446
6,39.60996663043016
6,40.31701733822053
6,28.161694417303124
6,24.77700682949477
6,44.853255911025705
12,24.16361160468495
8,16.234409354676547
6,33.53655839633844
6,52.43133099356334
8,24.105095798969973
8,37.400104781015415
6,28.608602002359543
12,25.28166852750459
8,53.99277806068162
12,28.150593281805012
8,48.10903969568767
8,27.60075228028491
6,47.70103076913872
12,59.35637059448871
12,67.54156321251416
12,14.9572370071549
6,41.32631430435631
6,42.56374654957397
8,56.81713129764509
12,25.70691605379221
8,42.60539252847544
6,41.459471570979424
6,102.89014029423524
8,18.067017908824457
8,20.448191657381855
12,25.826705226475756
6,38.861008410253355
6,44.05234785842685
12,91.29701397025944
12,33.02586461932942
6,19.82853955959772
12,29.150684834748603
6,19.261207479012626
8,15.748549563370892
8,64.75147323488056
12,42.74081676517952
12,19.901611904448387
8,33.77363417837284
6,30.007972542053498
12,60.634444847714065
8,47.70419684114653
8,30.73975887443111
12,16.843368579155932
6,51.845562658233526
6,21.658157839160893
8,37.22835418907172
6,26.03167612412938
6,16.256077344953162
6,28.203917508387892
12,40.21225640047899
6,30.54855094769134
8,13.688974632996612
8,23.862283991975406
12,13.255824656324483
6,40.58544331943995
12,30.640979208706323
6,44.47934870083301
6,25.371076346449495
12,43.44497938380906
8,44.78452742032818
6,30.42258104857073
12,23.588610271977885
8,59.27895993635958
6,27.231944143537124
12,52.0551846898944
6,39.93319348355267
6,27.36082439589059
12,76.56506283846102
8,23.632593849033956
8,38.83858257653684
8,40.86366962438392
6,44.749913003672184
8,27.394995279489574
6,38.64808561939737
6,50.87533805750854
6,47.51893749462334
6,27.37877227080871
12,41.25790865751262
6,60.37688251605661
6,49.690715718988734
6,22.452385250083093
6,28.959704113591375
6,20.81381291923324
8,64.34117425424681
6,35.81697597798441
8,25.153663658589355
8,39.85295664423533
8,45.45031080317782
6,45.14477834650787
12,62.364351717886755
12,37.236941753905974
12,18.910080490635607
6,38.743934322927835
8,55.609332880599105
6,24.491573169886024
8,36.33208205904066
8,33.07906428848073
8,67.66133964880981
6,52.1941912356824
8,41.20974502323762
6,27.268586153163707
12,44.3928688305999
12,31.16522678908451
12,35.56365994434486
8,25.490860074654965
8,40.78209212513451
6,34.37333272725896
6,55.79619457471173
12,22.477025739592623
8,51.89279560258751
8,17.198245580832957
12,29.836465173213668
12,37.90103435895354
12,34.785585173549826
8,28.21600635429991
8,42.4304121587708
6,48.70523742825106
12,40.677114458109905
6,49.001381588202555
8,43.717591159260074
8,25.232552943409356
12,39.070076591044256
12,34.24248591488428
12,36.85490102511491
8,29.67650905101349
8,59.20674042847611
6,46.31456307362026
8,30.600780222264465
8,22.81479999984437
8,34.30309248849862
8,18.023638485570753
12,45.175549533053015
6,43.43312330645949
8,38.83489221443073
12,67.86882742026384
8,49.06861665591662
8,16.88961272337742
8,31.829676223732864
8,29.7628740190989
8,15.030131039699976
12,57.601739950311895
12,80.41217429888037
12,25.855301774519862
6,28.781624107269625
8,40.08518766901043
8,18.141582227521695
6,29.210688902292848
6,22.437384113500688
8,40.30485972186687
8,20.41848994649717
12,50.33348710120319
6,32.1387843210524
6,14.270560660821872
8,33.27952127824313
12,14.616030375891768
12,38.781386511821445
6,18.44593983831207
8,64.5301780551129
12,32.70583809143289
6,43.16775026283576
8,27.25896347903549
8,49.51059635484827
6,45.161616931224934
6,16.249164945360544
8,19.150021222205677
6,29.894028281326033
12,15.280348854278529
12,23.29876111402902
8,17.063155102849226
8,29.82566573559213
6,26.12409929441999
8,24.44335961910014
12,37.09200989248173
12,54.69848794921902
6,23.497789276623102
12,28.867027365167647
6,17.119276355098553
12,61.26066641367177
6,34.3788955380753
6,44.1313563309331
6,51.69693944470861
8,53.62601657727537
6,43.29937354680368
12,25.809329820907127
6,17.500066847547224
8,34.50875397601151
12,18.023480391088643
6,37.18208188708672
8,55.224300182136574
6,50.09806960505639
6,36.4063447153242
8,33.234864979133036
6,40.824433063352494
6,24.010753170112498
12,72.10195266698399
12,45.50463664678976
8,25.21199435059276
12,21.153400308388427
6,29.99673234827219
12,20.605922300858747
6,16.90874990446865
8,16.220006000574365
6,20.86153697702944
6,41.56751938420013
8,44.57020375268949
12,21.2493603432281
8,28.52315107607281
12,34.44229894994317
8,51.038466443130176
12,23.585496937892355
8,27.46361050006649
12,27.78904776697404
8,18.660864666798005
6,22.27645353385461
8,24.02945421730392
12,48.09257849692555
12,45.38624415337406
6,20.13701480274396
8,35.31672627149066
8,30.40518002379391
6,26.57985948778041
8,58.750553894748
6,82.81256526753914
12,44.968737933058826
12,49.99960371301554
6,19.436806177595944
12,46.806536411684675
8,52.94094306589144
6,42.73577426059785
6,37.60517100775923
8,60.75760929007649
12,43.84858690174831
12,19.1879748252809
12,36.435281216755456
12,18.67228585850257
12,57.11786092018436
6,17.466073489362156
8,30.639080243220224
8,50.27142561605202
12,35.627264660406645
8,17.59716819261871
12,16.287992880118484
12,21.61425501038789
6,42.12979525966775
6,17.191760821064914
6,14.9824492372516
12,30.657196734199157
12,13.649303589935736
6,21.12860153465779
12,17.95015734669292
6,50.47347027613359
8,32.39302313682456
12,37.10769331500739
6,31.224060681731505
12,26.353666172450968
8,30.91106255713525
6,32.06484428277313
8,35.51632015746286
8,22.938781984670044
8,55.012793528592915
12,30.599597486224607
12,12.866206131461192
12,74.7998007725012
6,20.652707528895224
6,40.39631086725853
6,17.83483582877453
12,34.03797304055609
8,38.54753031659127
12,14.492103626733458
8,26.923372227737076
6,26.19515966506793
8,25.333338266317696
8,47.38246142282492
6,65.7341267492345
12,20.103469353964005
8,28.303445158651652
6,38.2425735745836
8,28.912459271599342
8,30.723200115619264
6,33.13617010199807
8,59.80664438156747
12,26.252807929607215
12,73.47222399470664
8,28.231687897395464
8,46.24931141340645
8,77.24728328163066
8,14.031499686884738
12,50.989922442473215
6,19.464512730384612
12,14.227376731786144
8,38.52312289687601
6,37.62943202614472
6,42.61659428102303
6,69.11581074087775
12,29.028374300435303
6,40.78340334150721
6,27.937119195674416
8,24.62738027624815
6,31.614196210135315
6,45.26295829605311
6,24.565937744332004
6,14.103101672097496
12,22.558451120268337
8,64.73331421721008
6,34.255138302626
6,26.410024789539108
6,30.338097192454047
8,23.442404626016096
12,39.696168529954946
6,25.091391640407306
6,30.011145600534736
6,31.947350745684165
6,35.58646282368773
12,20.33820270691808
6,29.332420048259063
12,36.1950732440571
12,18.376057469030723
6,39.38879720669677
12,16.421814555062202
6,54.344711330696185
8,39.40345470304612
6,26.765366616180955
6,22.121133689859423
6,66.24872967450823
8,38.04282947605598
8,60.06165855572084
6,19.74706781253743
6,49.34271986142543
6,20.27856255102704
8,29.56052532681123
8,47.679736232005105
8,13.96563261638728
8,45.173189088344344
6,17.45662065480488
12,19.2322164334732
6,16.001015278267644
6,18.19349201110734
6,32.49922726143119
12,44.05770674406688
8,42.36825918667608
12,32.308851641442736
12,14.446850577396695
12,46.44537053643598
6,40.05153152908716
8,36.61235333937321
12,17.39872000913867
8,59.60623992649612
12,38.42323139248716
12,20.358217642464968
8,20.686019607535624
12,38.36286354738199
8,57.23402581763043
8,35.77142503265515
6,31.22395559594655
8,19.47044045236436
6,52.0227529497356
8,39.88311642227749
12,16.210628998399542
12,28.89337264304155
12,37.55266734452719
8,47.46733537891358
12,37.51505522260896
6,59.63781303382467
12,72.12208110006873
12,45.343012589484886
8,67.80511796172694
8,28.634332175592196
8,58.877240439270906
6,30.312022325337463
12,45.46007996023299
6,35.274382524037726
12,31.413740714364057
8,13.225393365057355
12,24.3299631405236
12,34.680629881736195
6,28.299757215246924
12,37.36377953218356
8,27.984141788267205
12,33.12998294111171
6,37.19362943746978
8,25.138263531930637
6,34.20956877617659
12,39.43102406734357
12,29.45189841610828
6,54.87572741380912
8,39.42169851024866
12,37.09441256634105
8,38.68835609617537
8,35.146218961592105
12,51.19675411851381
6,40.51863219420304
12,36.10384016723061
12,20.61577929931613
8,31.785729441661314
6,26.93002210217858
8,30.39123165164249
12,15.2851826428557
12,25.840608478073975
12,26.93157192392889
8,35.006545883599834
6,23.798931646518152
6,16.18780419699347
6,52.562590750045864
8,45.15879313824126
6,23.28857980860029
6,40.85887220549887
12,21.05205606484107
12,19.593516922881655
12,22.423127670248405
12,24.092837903959264
12,36.61155676670425
6,39.59393675312898
12,16.720737583026423
6,32.55368917661681
8,35.52576337919542
8,66.985000379537
12,58.26554537745629
6,44.92365044706984
12,13.882499999606756
8,24.325473586316964
12,27.25635525356272
12,36.91916139822967
12,13.601940137977772
8,22.328233460290193
8,43.04160452696101
8,34.34346553369417
6,29.576857848754255
12,38.979934775330946
12,42.06041428998994
8,47.58753302252089
12,34.70236387129453
12,28.077507811528815
6,18.23577476463431
6,52.919115385171274
6,21.1665703780414
12,15.555700444929103
6,23.62519994153888
12,38.066824451817105
6,31.663076945699945
6,17.014910848624837
6,36.90629503844526
6,32.821981257332226
8,26.668708956425547
12,40.78508969042529
12,29.286189388206704
8,36.30211671150568
12,54.6249603524991
8,49.85119155740434
6,74.93543220118178
6,23.612571075507393
6,60.62000862445658
6,36.86256278096108
8,28.974558314065575
6,17.590852779702995
12,50.53403379646982
12,29.00285759734139
12,58.61511475206101
6,28.778307148617575
12,43.25378455082447
6,50.21047389522371
8,25.358135329995804
6,39.58436505249501
6,29.15028130677399
12,22.369831090990203
8,27.37798383453246
6,17.43666218741734
12,21.690157100618578
12,18.418659986810617
6,35.028799235050684
12,26.127345269253368
12,28.093782824312143
6,45.61396350641036
12,17.150804930298666
8,41.36679406899961
6,69.6463911070689
6,35.36476652384997
12,34.52688499490026
12,36.276045945318
8,21.86430744152769
6,36.7899700691432
12,46.161597118781145
8,26.45871804664261
8,40.25444074241596
8,66.01886048881677
8,17.0230097393387
12,50.96697456742937
12,74.0176518636652
12,19.43725265693893
8,38.63115823182099
6,15.2744677266817
6,43.967746505935246
6,53.50411440369311
12,37.61541345924886
12,23.034037025715502
8,30.303048198244095
12,57.99469290049674
6,70.62501628362043
6,26.355256948679187
8,44.67689281735747
6,15.678961310654584
8,13.842630145188911
8,13.316626539192868
8,32.82617980984608
12,44.88644326422735
8,24.29296651138445
6,40.7019420763739
12,20.926282845627153
8,42.5041275748625
8,27.632809950002127
6,41.62313756078361
6,18.936247909688092
12,31.63887637750349
6,22.874536557065586
6,40.3621234452661
8,49.072566891132425
8,35.45838140866578
12,50.33351742411116
6,56.537042550978846
8,66.77313046285407
6,52.38340963339391
6,17.25478872156951
12,31.952775689818804
6,20.028012274559632
6,16.852131905318785
6,84.98952605594165
6,44.08398464687596
12,15.972277214510925
12,17.650560848583133
8,31.82665338693228
6,16.126464070679663
6,42.99753557567798
6,32.914818438676406
12,22.155012668481945
12,45.381455381254675
6,16.35109919403524
8,16.61985830797371
8,55.98242723977936
6,30.264004907295497
12,57.859308439615354
8,46.61096387563469
8,52.903837195257005
8,36.999651228747574
6,30.243141358676496
6,38.0488136499146
6,44.20123775655688
8,28.53641649425011
8,24.786759879237295
12,16.3663579712166
6,22.610597818460644
8,16.182418960768292
6,26.501159722025875
12,23.267497377636456
6,27.845258883174314
6,35.160369205994066
6,72.0402851341073
12,73.27942336598691
8,48.06241286441571
8,63.05698215839865
12,25.115108580392448
8,25.932930018589385
12,40.82775191848627
12,43.07187017469235
8,12.78392546653842
8,56.27490146012419
8,63.61868867395029
8,26.515902449337194
12,25.404617413989342
8,30.40961333323436
8,31.981447838168936
12,38.74033371067869
8,39.674694482747896
6,37.43035711668399
6,44.982109007793404
8,15.930702294288729
6,58.77989564419027
8,26.129468885133843
12,51.87908675957926
12,26.798183347538956
6,27.94424816843062
12,32.93114404728227
8,45.93425778455728
12,39.22495139171692
6,21.01603961097973
12,57.078458352243835
12,48.5934333826193
6,25.54433881398296
6,47.07908176161175
6,17.673180044486603
8,15.494121883570152
6,37.707106432972346
12,20.64820872817569
12,15.58720904789022
6,32.60340942509708
6,61.47635043298849
12,65.81625000031691
12,41.09969555775821
12,41.93076728865415
6,33.585044067565626
12,47.38950949880751
8,39.74548702148787
12,84.4536698981946
8,53.46783945639577
12,33.189210667001355
12,19.943255170684953
6,58.418301561351086
8,34.20400819874057
12,45.80516147755117
12,52.79387717834314
6,48.19844044815813
6,47.235234741886245
12,46.92150194280432
6,21.50329051264221
8,50.61608153507827
12,46.54830565954773
12,18.218607114646357
8,34.066544662438496
6,26.751572919672032
6,39.22059631164074
8,30.717193686304956
12,22.58600867671835
6,47.967056619009405
6,49.0449680237682
8,27.39009067408115
8,29.781081912077877
6,13.67682314199998
8,32.64482236856261
6,29.469772727262537
6,21.37624082085708
12,64.25598926076022
12,16.911930044951056
6,56.94997607544085
8,19.26127158882156
6,58.019732686516825
12,43.702639294888286
6,34.90218974443726
6,13.333919144741207
12,35.11952789316953
12,25.688940905554897
8,45.165072255573335
12,62.48855342401446
6,25.532574677866226
6,18.931776115996428
12,24.942945051287595
8,43.20238173831558
8,22.598558070348137
8,18.059259904592334
12,42.17500856943211
8,42.511577696766885
6,24.642714741741873
6,78.42804133660843
8,43.768268655866315
6,21.557780264631173
6,15.35362018675413
6,43.553879661892786
6,13.950278237552256
6,17.79160658447611
8,42.8435966397295
8,30.315005966343715
12,24.055016735225266
8,39.32551305798112
12,13.842888544290927
12,46.465014931849595
6,46.40046180249999
12,42.49304456826013
8,21.08457948084996
8,59.740153594936906
8,14.96768992532733
8,26.601538866700995
12,25.455216491430193
6,17.17183134377906
12,29.15306068394603
12,23.964729011125012
12,17.79458374451716
8,25.365046912758434
12,48.92086167804876
12,24.776065599755825
8,19.00788379856279
6,42.670866136426305
8,26.304423122584357
8,30.672807622017768
8,71.8336823958121
8,37.00946549135279
8,78.20645663979076
8,39.11148198612224
12,41.1911698703583
12,50.38418664818612
12,39.37957547560685
12,30.223527745019695
8,14.790859206068856
8,41.57134684891152
8,39.11098161097728
6,19.241478552737163
12,42.62327082801064
12,29.848396851294513
12,21.74788868822613
8,50.47319262241683
6,72.4951666672482
12,23.009546722091557
12,35.338831100167276
12,82.45461691075866
6,20.307868055022187
12,65.62787292274805
12,40.22195214306462
8,37.179842780182845
6,11.840850974640633
8,28.962323976559546
12,55.67731527945605
12,38.329093776399375
6,85.20975380378462
6,41.3134401081801
6,33.5055071838969
8,48.34093520406742
8,35.75332843592361
8,23.864243118977132
8,55.36850364438161
6,32.150119780157205
8,19.83084333279597
12,41.514313914609296
8,16.470317827370685
6,13.516096641990975
8,34.226657764676254
6,51.49619487886364
12,20.42835982549791
8,20.908836848343103
12,69.55726270910606
6,46.49713880126556
12,39.61966799786504
6,20.362755596732708
6,39.417426058655984
12,38.51245224273245
12,49.51193793081918
12,75.5797091466136
6,35.86921495603281
